"GEO_ID","NAME","H006001","H006002","H006003","H006004","H006005","H006006","H006007","H006008"
"8710000US4217250","ZCTA5 17250, Pennsylvania","32","32","0","0","0","0","0","0"
"8710000US4217522","ZCTA5 17522, Pennsylvania","12251","11804","78","19","139","0","106","105"
"8710000US4215646","ZCTA5 15646, Pennsylvania","92","91","0","0","0","0","0","1"
"8710000US4215120","ZCTA5 15120, Pennsylvania","8612","7024","1397","13","78","3","18","79"
"8710000US4219126","ZCTA5 19126, Pennsylvania","5917","465","5062","24","156","1","82","127"
"8710000US4217324","ZCTA5 17324, Pennsylvania","1636","1588","6","3","4","1","16","18"
"8710000US4218241","ZCTA5 18241, Pennsylvania","296","294","0","0","1","0","1","0"
"8710000US4215144","ZCTA5 15144, Pennsylvania","1928","1904","9","1","2","0","2","10"
"8710000US4215468","ZCTA5 15468, Pennsylvania","932","901","26","2","0","1","0","2"
"8710000US4217306","ZCTA5 17306, Pennsylvania","113","105","1","1","0","0","6","0"
"8710000US4218470","ZCTA5 18470, Pennsylvania","935","922","4","1","0","1","1","6"
"8710000US4215341","ZCTA5 15341, Pennsylvania","343","339","1","0","0","0","0","3"
"8710000US4215737","ZCTA5 15737, Pennsylvania","42","42","0","0","0","0","0","0"
"8710000US4217032","ZCTA5 17032, Pennsylvania","3204","3166","11","3","7","0","4","13"
"8710000US4217936","ZCTA5 17936, Pennsylvania","322","317","2","1","0","0","2","0"
"8710000US4216046","ZCTA5 16046, Pennsylvania","5506","5255","72","1","132","0","12","34"
"8710000US4217776","ZCTA5 17776, Pennsylvania","136","134","0","0","0","0","0","2"
"8710000US4216666","ZCTA5 16666, Pennsylvania","1211","1202","0","1","2","0","2","4"
"8710000US4217920","ZCTA5 17920, Pennsylvania","147","147","0","0","0","0","0","0"
"8710000US4219382","ZCTA5 19382, Pennsylvania","19186","17316","883","24","612","2","181","168"
"8710000US4217985","ZCTA5 17985, Pennsylvania","499","494","1","0","1","0","1","2"
"8710000US4218832","ZCTA5 18832, Pennsylvania","722","715","2","1","0","0","1","3"
"8710000US4218370","ZCTA5 18370, Pennsylvania","442","389","29","1","5","1","16","1"
"8710000US4215561","ZCTA5 15561, Pennsylvania","74","72","0","0","1","0","0","1"
"8710000US4215660","ZCTA5 15660, Pennsylvania","136","136","0","0","0","0","0","0"
"8710000US4217029","ZCTA5 17029, Pennsylvania","139","137","1","0","0","0","0","1"
"8710000US4218230","ZCTA5 18230, Pennsylvania","58","56","0","0","0","0","1","1"
"8710000US4218105","ZCTA5 18105, Pennsylvania","0","0","0","0","0","0","0","0"
"8710000US4218430","ZCTA5 18430, Pennsylvania","13","12","1","0","0","0","0","0"
"8710000US4215537","ZCTA5 15537, Pennsylvania","3307","3267","14","4","5","1","3","13"
"8710000US4218211","ZCTA5 18211, Pennsylvania","528","525","1","0","2","0","0","0"
"8710000US4217944","ZCTA5 17944, Pennsylvania","88","83","2","1","0","0","0","2"
"8710000US4216347","ZCTA5 16347, Pennsylvania","985","977","3","1","0","0","0","4"
"8710000US4217094","ZCTA5 17094, Pennsylvania","984","976","3","1","2","0","0","2"
"8710000US4215024","ZCTA5 15024, Pennsylvania","3691","3558","22","3","84","0","5","19"
"8710000US4218325","ZCTA5 18325, Pennsylvania","1049","984","32","1","4","1","17","10"
"8710000US4216938","ZCTA5 16938, Pennsylvania","320","320","0","0","0","0","0","0"
"8710000US4215081","ZCTA5 15081, Pennsylvania","216","213","2","0","0","0","0","1"
"8710000US4217810","ZCTA5 17810, Pennsylvania","715","703","4","2","2","0","2","2"
"8710000US4215713","ZCTA5 15713, Pennsylvania","110","108","0","0","0","0","0","2"
"8710000US4215937","ZCTA5 15937, Pennsylvania","317","314","0","0","0","0","0","3"
"8710000US4217361","ZCTA5 17361, Pennsylvania","2298","2159","87","3","25","1","5","18"
"8710000US4215601","ZCTA5 15601, Pennsylvania","24887","24044","454","29","164","6","36","154"
"8710000US4218458","ZCTA5 18458, Pennsylvania","1221","1191","8","2","4","0","7","9"
"8710000US4215945","ZCTA5 15945, Pennsylvania","71","70","1","0","0","0","0","0"
"8710000US4216950","ZCTA5 16950, Pennsylvania","1423","1413","3","2","1","0","2","2"
"8710000US4217576","ZCTA5 17576, Pennsylvania","52","47","3","0","1","0","0","1"
"8710000US4219605","ZCTA5 19605, Pennsylvania","7606","6934","211","22","86","0","275","78"
"8710000US4217255","ZCTA5 17255, Pennsylvania","456","451","0","0","1","0","0","4"
"8710000US4217315","ZCTA5 17315, Pennsylvania","10170","9745","239","21","43","1","61","60"
"8710000US4216948","ZCTA5 16948, Pennsylvania","640","634","2","2","1","0","0","1"
"8710000US4217921","ZCTA5 17921, Pennsylvania","2673","2655","4","0","4","0","3","7"
"8710000US4215075","ZCTA5 15075, Pennsylvania","46","46","0","0","0","0","0","0"
"8710000US4215560","ZCTA5 15560, Pennsylvania","69","68","0","1","0","0","0","0"
"8710000US4217064","ZCTA5 17064, Pennsylvania","326","323","0","0","1","0","1","1"
"8710000US4217213","ZCTA5 17213, Pennsylvania","244","242","0","0","1","0","0","1"
"8710000US4215767","ZCTA5 15767, Pennsylvania","5978","5904","15","9","8","0","2","40"
"8710000US4216834","ZCTA5 16834, Pennsylvania","117","116","0","0","0","0","0","1"
"8710000US4217356","ZCTA5 17356, Pennsylvania","8394","8084","158","18","54","1","22","57"
"8710000US4218062","ZCTA5 18062, Pennsylvania","9238","8469","228","8","380","0","80","73"
"8710000US4217538","ZCTA5 17538, Pennsylvania","2332","2245","26","4","32","0","13","12"
"8710000US4218344","ZCTA5 18344, Pennsylvania","1393","1040","230","6","28","1","64","24"
"8710000US4215028","ZCTA5 15028, Pennsylvania","63","63","0","0","0","0","0","0"
"8710000US4215330","ZCTA5 15330, Pennsylvania","2154","2127","13","1","4","0","1","8"
"8710000US4218464","ZCTA5 18464, Pennsylvania","503","489","3","2","2","0","1","6"
"8710000US4218954","ZCTA5 18954, Pennsylvania","3207","3088","15","3","86","0","3","12"
"8710000US4216263","ZCTA5 16263, Pennsylvania","125","125","0","0","0","0","0","0"
"8710000US4217850","ZCTA5 17850, Pennsylvania","279","274","1","0","2","0","0","2"
"8710000US4219134","ZCTA5 19134, Pennsylvania","20080","11561","3328","407","339","11","3820","614"
"8710000US4215956","ZCTA5 15956, Pennsylvania","1170","1164","2","0","1","0","0","3"
"8710000US4218056","ZCTA5 18056, Pennsylvania","413","395","1","1","0","0","11","5"
"8710000US4219096","ZCTA5 19096, Pennsylvania","5436","4791","201","0","387","2","15","40"
"8710000US4219401","ZCTA5 19401, Pennsylvania","15361","8501","4705","47","524","7","1205","372"
"8710000US4215647","ZCTA5 15647, Pennsylvania","128","126","0","0","0","0","0","2"
"8710000US4217016","ZCTA5 17016, Pennsylvania","404","400","3","0","1","0","0","0"
"8710000US4217353","ZCTA5 17353, Pennsylvania","1269","1236","18","1","0","0","10","4"
"8710000US4215616","ZCTA5 15616, Pennsylvania","12","10","0","0","0","0","0","2"
"8710000US4217880","ZCTA5 17880, Pennsylvania","26","26","0","0","0","0","0","0"
"8710000US4218051","ZCTA5 18051, Pennsylvania","1232","1189","10","1","19","0","5","8"
"8710000US4215316","ZCTA5 15316, Pennsylvania","47","46","0","1","0","0","0","0"
"8710000US4216443","ZCTA5 16443, Pennsylvania","547","538","1","1","1","1","0","5"
"8710000US4216601","ZCTA5 16601, Pennsylvania","13703","13146","362","27","30","3","27","108"
"8710000US4215228","ZCTA5 15228, Pennsylvania","7384","6997","73","2","229","1","20","62"
"8710000US4215133","ZCTA5 15133, Pennsylvania","2809","2754","38","4","3","0","2","8"
"8710000US4215615","ZCTA5 15615, Pennsylvania","146","144","2","0","0","0","0","0"
"8710000US4215672","ZCTA5 15672, Pennsylvania","1467","1430","17","2","9","0","2","7"
"8710000US4218301","ZCTA5 18301, Pennsylvania","9521","7264","1398","28","237","5","394","195"
"8710000US4219128","ZCTA5 19128, Pennsylvania","16169","14217","1188","16","450","2","90","206"
"8710000US4217239","ZCTA5 17239, Pennsylvania","81","81","0","0","0","0","0","0"
"8710000US4215139","ZCTA5 15139, Pennsylvania","2980","2916","28","2","19","0","4","11"
"8710000US4217252","ZCTA5 17252, Pennsylvania","1381","1346","13","4","2","0","10","6"
"8710000US4217214","ZCTA5 17214, Pennsylvania","470","451","8","2","4","0","4","1"
"8710000US4218248","ZCTA5 18248, Pennsylvania","261","257","1","1","1","0","1","0"
"8710000US4215469","ZCTA5 15469, Pennsylvania","870","866","0","0","0","0","0","4"
"8710000US4218618","ZCTA5 18618, Pennsylvania","1581","1569","0","1","2","0","0","9"
"8710000US4219522","ZCTA5 19522, Pennsylvania","5448","5344","25","4","26","2","21","26"
"8710000US4215131","ZCTA5 15131, Pennsylvania","3762","3641","75","4","20","0","4","18"
"8710000US4216923","ZCTA5 16923, Pennsylvania","581","575","1","1","0","0","1","3"
"8710000US4218195","ZCTA5 18195, Pennsylvania","0","0","0","0","0","0","0","0"
"8710000US4217041","ZCTA5 17041, Pennsylvania","75","74","0","0","1","0","0","0"
"8710000US4217327","ZCTA5 17327, Pennsylvania","2971","2906","25","5","6","1","11","17"
"8710000US4217602","ZCTA5 17602, Pennsylvania","19222","13899","2090","84","480","4","2214","451"
"8710000US4217983","ZCTA5 17983, Pennsylvania","704","695","2","0","2","0","3","2"
"8710000US4217070","ZCTA5 17070, Pennsylvania","6835","6489","131","14","63","3","63","72"
"8710000US4215236","ZCTA5 15236, Pennsylvania","13009","12351","454","9","97","4","17","77"
"8710000US4216055","ZCTA5 16055, Pennsylvania","3268","3238","7","3","10","0","2","8"
"8710000US4217724","ZCTA5 17724, Pennsylvania","2140","2119","2","4","1","0","4","10"
"8710000US4215722","ZCTA5 15722, Pennsylvania","983","980","0","0","0","0","0","3"
"8710000US4219350","ZCTA5 19350, Pennsylvania","3698","3510","71","5","58","0","33","21"
"8710000US4216665","ZCTA5 16665, Pennsylvania","132","130","0","0","0","0","0","2"
"8710000US4215015","ZCTA5 15015, Pennsylvania","476","470","4","0","0","1","0","1"
"8710000US4216440","ZCTA5 16440, Pennsylvania","360","357","0","0","0","0","0","3"
"8710000US4215361","ZCTA5 15361, Pennsylvania","61","61","0","0","0","0","0","0"
"8710000US4217201","ZCTA5 17201, Pennsylvania","10421","8977","734","27","98","3","438","144"
"8710000US4218214","ZCTA5 18214, Pennsylvania","874","868","1","0","1","0","4","0"
"8710000US4218433","ZCTA5 18433, Pennsylvania","2675","2631","15","8","7","0","2","12"
"8710000US4217823","ZCTA5 17823, Pennsylvania","473","470","1","1","0","0","1","0"
"8710000US4218070","ZCTA5 18070, Pennsylvania","291","290","0","0","1","0","0","0"
"8710000US4219610","ZCTA5 19610, Pennsylvania","6509","6039","139","0","218","1","75","37"
"8710000US4215845","ZCTA5 15845, Pennsylvania","1421","1411","0","2","2","1","1","4"
"8710000US4219472","ZCTA5 19472, Pennsylvania","30","29","1","0","0","0","0","0"
"8710000US4215102","ZCTA5 15102, Pennsylvania","12447","12086","142","6","142","2","21","48"
"8710000US4215238","ZCTA5 15238, Pennsylvania","5557","5170","63","5","276","2","4","37"
"8710000US4217779","ZCTA5 17779, Pennsylvania","120","119","0","0","1","0","0","0"
"8710000US4216925","ZCTA5 16925, Pennsylvania","1247","1228","2","4","1","1","0","11"
"8710000US4217934","ZCTA5 17934, Pennsylvania","205","202","0","0","0","0","1","2"
"8710000US4218042","ZCTA5 18042, Pennsylvania","15140","12078","1740","45","266","9","653","349"
"8710000US4218074","ZCTA5 18074, Pennsylvania","2179","2120","28","2","13","1","8","7"
"8710000US4215627","ZCTA5 15627, Pennsylvania","2744","2716","14","3","2","0","2","7"
"8710000US4218249","ZCTA5 18249, Pennsylvania","1642","1618","2","0","10","0","3","9"
"8710000US4219012","ZCTA5 19012, Pennsylvania","2290","1538","501","1","195","0","26","29"
"8710000US4217257","ZCTA5 17257, Pennsylvania","9896","9465","211","15","83","0","38","84"
"8710000US4216922","ZCTA5 16922, Pennsylvania","885","864","5","2","1","0","3","10"
"8710000US4216926","ZCTA5 16926, Pennsylvania","312","310","0","1","0","0","0","1"
"8710000US4216245","ZCTA5 16245, Pennsylvania","89","86","0","0","0","0","2","1"
"8710000US4217217","ZCTA5 17217, Pennsylvania","54","54","0","0","0","0","0","0"
"8710000US4215459","ZCTA5 15459, Pennsylvania","634","622","0","4","2","0","1","5"
"8710000US4215366","ZCTA5 15366, Pennsylvania","73","71","0","0","1","0","0","1"
"8710000US4217088","ZCTA5 17088, Pennsylvania","316","311","1","0","1","0","0","3"
"8710000US4216145","ZCTA5 16145, Pennsylvania","1130","1117","1","3","1","0","0","8"
"8710000US4218640","ZCTA5 18640, Pennsylvania","7402","7244","65","6","22","1","25","39"
"8710000US4219103","ZCTA5 19103, Pennsylvania","14776","11526","1038","24","1765","8","110","305"
"8710000US4216239","ZCTA5 16239, Pennsylvania","805","796","2","2","1","0","0","4"
"8710000US4216847","ZCTA5 16847, Pennsylvania","131","131","0","0","0","0","0","0"
"8710000US4219034","ZCTA5 19034, Pennsylvania","2134","1910","77","3","120","2","10","12"
"8710000US4217763","ZCTA5 17763, Pennsylvania","124","123","1","0","0","0","0","0"
"8710000US4219014","ZCTA5 19014, Pennsylvania","7708","7032","471","7","133","1","18","46"
"8710000US4219529","ZCTA5 19529, Pennsylvania","1200","1187","3","2","2","1","2","3"
"8710000US4215774","ZCTA5 15774, Pennsylvania","1244","1235","1","0","1","0","0","7"
"8710000US4215857","ZCTA5 15857, Pennsylvania","5635","5578","10","6","18","3","4","16"
"8710000US4218517","ZCTA5 18517, Pennsylvania","2148","2080","8","0","12","0","29","19"
"8710000US4218938","ZCTA5 18938, Pennsylvania","6003","5780","59","4","107","0","32","21"
"8710000US4219124","ZCTA5 19124, Pennsylvania","22487","8289","8931","137","927","13","3375","815"
"8710000US4215447","ZCTA5 15447, Pennsylvania","71","70","1","0","0","0","0","0"
"8710000US4218334","ZCTA5 18334, Pennsylvania","1461","1049","255","12","24","0","87","34"
"8710000US4219154","ZCTA5 19154, Pennsylvania","12705","11120","910","17","305","1","207","145"
"8710000US4219602","ZCTA5 19602, Pennsylvania","6716","3599","955","56","55","5","1796","250"
"8710000US4215474","ZCTA5 15474, Pennsylvania","839","824","3","3","1","0","2","6"
"8710000US4216049","ZCTA5 16049, Pennsylvania","1328","1317","2","4","1","0","0","4"
"8710000US4216313","ZCTA5 16313, Pennsylvania","795","783","4","1","3","0","0","4"
"8710000US4216327","ZCTA5 16327, Pennsylvania","1111","1098","3","0","1","0","0","9"
"8710000US4217728","ZCTA5 17728, Pennsylvania","2053","2030","4","4","5","0","1","9"
"8710000US4217856","ZCTA5 17856, Pennsylvania","1367","1351","5","1","0","2","3","5"
"8710000US4219330","ZCTA5 19330, Pennsylvania","1885","1800","27","2","9","2","34","11"
"8710000US4217752","ZCTA5 17752, Pennsylvania","1798","1774","6","5","1","0","5","7"
"8710000US4215031","ZCTA5 15031, Pennsylvania","223","213","8","0","1","0","0","1"
"8710000US4219022","ZCTA5 19022, Pennsylvania","1432","1189","185","2","16","0","12","28"
"8710000US4215742","ZCTA5 15742, Pennsylvania","367","363","0","1","3","0","0","0"
"8710000US4217240","ZCTA5 17240, Pennsylvania","1126","1113","5","2","1","0","0","5"
"8710000US4219018","ZCTA5 19018, Pennsylvania","9771","8023","1192","20","403","1","30","102"
"8710000US4215021","ZCTA5 15021, Pennsylvania","3018","2958","26","2","5","2","0","25"
"8710000US4216641","ZCTA5 16641, Pennsylvania","1054","1047","3","0","2","0","1","1"
"8710000US4216701","ZCTA5 16701, Pennsylvania","7249","7113","30","28","34","1","5","38"
"8710000US4215205","ZCTA5 15205, Pennsylvania","10263","9069","811","15","215","1","36","116"
"8710000US4217345","ZCTA5 17345, Pennsylvania","3073","2933","69","2","21","0","23","25"
"8710000US4215909","ZCTA5 15909, Pennsylvania","2382","2330","35","1","1","1","4","10"
"8710000US4217304","ZCTA5 17304, Pennsylvania","1060","997","9","3","2","0","37","12"
"8710000US4218035","ZCTA5 18035, Pennsylvania","92","86","1","0","4","0","0","1"
"8710000US4218456","ZCTA5 18456, Pennsylvania","177","175","0","0","0","0","0","2"
"8710000US4218510","ZCTA5 18510, Pennsylvania","4847","3971","280","14","363","0","117","102"
"8710000US4215849","ZCTA5 15849, Pennsylvania","585","582","0","1","0","0","0","2"
"8710000US4217313","ZCTA5 17313, Pennsylvania","4340","4125","117","7","27","1","27","36"
"8710000US4219365","ZCTA5 19365, Pennsylvania","2527","2269","201","10","9","1","17","20"
"8710000US4215072","ZCTA5 15072, Pennsylvania","47","33","12","0","0","0","1","1"
"8710000US4218428","ZCTA5 18428, Pennsylvania","4886","4708","69","6","28","2","29","44"
"8710000US4215314","ZCTA5 15314, Pennsylvania","1616","1563","33","0","3","0","1","16"
"8710000US4216881","ZCTA5 16881, Pennsylvania","854","847","1","1","1","1","0","3"
"8710000US4218066","ZCTA5 18066, Pennsylvania","2222","2178","11","4","4","2","8","15"
"8710000US4218420","ZCTA5 18420, Pennsylvania","20","20","0","0","0","0","0","0"
"8710000US4218704","ZCTA5 18704, Pennsylvania","13921","13337","273","16","108","1","70","116"
"8710000US4217976","ZCTA5 17976, Pennsylvania","2981","2770","33","7","8","1","125","37"
"8710000US4215044","ZCTA5 15044, Pennsylvania","10011","9742","67","8","143","2","9","40"
"8710000US4217520","ZCTA5 17520, Pennsylvania","1796","1678","43","2","15","0","36","22"
"8710000US4215350","ZCTA5 15350, Pennsylvania","179","175","2","0","0","0","0","2"
"8710000US4216361","ZCTA5 16361, Pennsylvania","24","24","0","0","0","0","0","0"
"8710000US4218254","ZCTA5 18254, Pennsylvania","377","373","1","0","0","0","1","2"
"8710000US4215551","ZCTA5 15551, Pennsylvania","354","353","1","0","0","0","0","0"
"8710000US4216740","ZCTA5 16740, Pennsylvania","450","447","0","1","0","0","0","2"
"8710000US4218657","ZCTA5 18657, Pennsylvania","4807","4734","14","9","16","0","4","30"
"8710000US4218034","ZCTA5 18034, Pennsylvania","2663","2515","29","3","94","0","9","13"
"8710000US4216802","ZCTA5 16802, Pennsylvania","5","4","0","0","0","0","0","1"
"8710000US4215137","ZCTA5 15137, Pennsylvania","4785","4061","649","5","23","1","2","44"
"8710000US4216933","ZCTA5 16933, Pennsylvania","2556","2477","34","8","13","0","4","20"
"8710000US4215759","ZCTA5 15759, Pennsylvania","1098","1091","0","1","0","0","1","5"
"8710000US4217368","ZCTA5 17368, Pennsylvania","2877","2823","19","2","10","0","7","16"
"8710000US4218631","ZCTA5 18631, Pennsylvania","541","535","1","0","2","0","1","2"
"8710000US4216422","ZCTA5 16422, Pennsylvania","161","158","1","1","0","0","0","1"
"8710000US4215701","ZCTA5 15701, Pennsylvania","13493","12560","518","29","221","3","42","120"
"8710000US4216827","ZCTA5 16827, Pennsylvania","1641","1570","34","2","23","0","3","9"
"8710000US4217584","ZCTA5 17584, Pennsylvania","3659","3581","20","9","18","0","22","9"
"8710000US4219333","ZCTA5 19333, Pennsylvania","2969","2569","85","1","281","0","8","25"
"8710000US4215035","ZCTA5 15035, Pennsylvania","1007","923","69","0","3","0","4","8"
"8710000US4218030","ZCTA5 18030, Pennsylvania","276","269","1","2","0","0","1","3"
"8710000US4215014","ZCTA5 15014, Pennsylvania","1423","1351","59","2","4","0","1","6"
"8710000US4217087","ZCTA5 17087, Pennsylvania","999","981","4","2","0","0","6","6"
"8710000US4219335","ZCTA5 19335, Pennsylvania","17193","15333","910","17","682","6","103","142"
"8710000US4217363","ZCTA5 17363, Pennsylvania","3481","3385","48","5","13","2","8","20"
"8710000US4215739","ZCTA5 15739, Pennsylvania","187","184","3","0","0","0","0","0"
